industry,weighted_score,environment_score_norm,social_score_norm,governance_score_norm,env_social_interaction,env_gov_interaction,social_gov_interaction,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,total_grade,total_level,buy_signal
4,-0.7183205987521271,-0.7917478897425887,0.1371965910663639,-0.6119662307021633,-0.1086251114566705,0.48452297175216397,-0.0839596807000688,0,2,3,3,0,2,2,1,0
7,-1.4426700910525452,-1.2400134038651571,-1.424812365124704,-1.3566636519601645,1.7667864307474492,1.6822811129672584,1.9329911466280802,0,2,2,3,0,2,1,1,0
6,-0.9264324257753268,-1.2055314412403442,-0.07341135808299357,0.13273119055583796,0.08849970031320223,-0.1600116234483261,-0.009743976958676674,0,2,2,3,0,2,2,1,0
20,-0.9336487901213777,-0.515892188744085,-1.0737991165424414,-1.2502783060661644,0.553964576504545,0.6450088118557207,1.3425477404860275,1,2,2,3,0,2,2,1,0
39,0.7358690978511392,0.6564945404995554,0.6110644766524181,0.4518872282378385,0.4011604928155305,0.29666149825961746,0.2761322326290666,3,1,3,3,1,2,3,0,0
38,0.4924875207888001,0.7599404283739942,0.24250056564104264,-0.39919553891416293,0.18428598373418983,-0.30336482884741645,-0.09680514398806536,3,1,3,3,0,2,3,0,0
6,-0.6778462074199283,-1.0676035907410923,0.0669939413499114,0.5582725741318387,-0.07152297234306357,-0.5960138047554236,0.03740088008865247,0,2,2,3,1,2,2,1,0
6,-1.0548504900203979,-1.308977329114783,-1.2317550784044595,0.5582725741318387,1.6123394726534397,-0.730766143005129,-0.6876550783208224,0,2,2,3,1,2,1,1,0
38,-0.10574170102890813,0.03581921325292221,-1.0562484541133283,0.9838139577078394,-0.037833988625954725,0.03523944195233849,-1.0391519719640208,2,1,2,3,1,2,3,0,0
6,-0.5878077586674736,-1.2055314412403442,0.26005122807015574,0.6646579200258389,-0.3134999317717363,-0.8012660202605589,0.17284510834927477,0,2,3,3,1,2,2,1,0
4,-1.428661854380799,-1.27449536648997,-1.284407065691799,-1.3566636519601645,1.6369708539111765,1.729061538308591,1.7425083803448749,0,2,2,3,0,2,1,1,0
33,-1.4263732887058365,-1.2055314412403442,-1.4950150148411565,-1.2502783060661644,1.802287605517414,1.5072498082634793,1.8691848402990827,0,2,2,3,0,2,1,1,0
33,-1.0629712069315551,-1.412423216989222,-0.9684951419677628,0.4518872282378385,1.3679250240565406,-0.6382560126240306,-0.4376505852656242,0,2,2,3,1,2,1,1,0
18,0.9499514974215191,0.932350241498059,0.6286151390815313,0.7710432659198391,0.5860894767320017,0.7188823751858141,0.4846894698440778,3,1,3,3,1,2,3,0,1
18,-1.3707463778644104,-1.412423216989222,-1.6178696518449482,-0.0800395012321624,2.285116658328074,0.11304964981654361,0.12949347999232189,0,2,2,3,0,2,1,1,0
10,-0.8132591619134732,-1.1710494786155312,-0.5297285812399347,0.7710432659198391,0.6203383788687706,-0.902929814545444,-0.40844365533032206,0,2,2,3,1,2,2,1,0
6,-0.4308749043593623,-0.7572659271177757,0.15474725349547702,0.5582725741318387,-0.11718482238718186,-0.42276079843437403,0.08639114754875213,0,2,3,3,1,2,3,0,0
6,-0.6135910348603978,-1.1710494786155312,0.15474725349547702,0.5582725741318387,-0.1812166905230638,-0.6537648068624402,0.08639114754875213,0,2,3,3,1,2,2,1,0
39,-1.5293218317295514,-1.412423216989222,-1.2493057408335728,-1.675819689642165,1.764548433471258,2.3669666371382663,2.093611158871893,0,2,2,3,0,2,1,1,0
6,-0.2639941718350832,-0.2745184503703944,-0.16116467022855918,0.5582725741318387,0.044242675525599705,-0.1532561219349635,-0.08997381530760665,1,2,2,3,1,2,3,0,0
6,-0.7734676490488032,-1.1365675159907183,-0.49462725638170846,0.8774286118138392,0.5621772721270625,-0.9972568577884394,-0.4340001069322904,0,2,2,3,1,2,2,1,0
9,-1.1793004766838808,-1.377941254364409,-1.6003189894158352,0.4518872282378385,2.2051455556588393,-0.6226740541093031,-0.7231637124235005,0,2,2,3,1,2,1,1,0
38,-0.10675679064280238,-0.3779643382448332,0.4531085147904001,0.4518872282378385,-0.1712588599458528,-0.17079725718220654,0.20475395083959755,1,2,3,3,1,2,3,0,0
33,-1.187218175672259,-1.412423216989222,-1.5652176645576088,0.4518872282378385,2.2107497690628146,-0.6382560126240306,-0.7073018720258407,0,2,2,3,1,2,1,1,0
33,-1.2855342188216545,-0.8262298523674017,-1.5476670021284957,-1.3566636519601645,1.278728678682526,1.1209160088712666,2.0996635671258845,0,2,2,3,0,2,1,1,0
33,-0.7610835557592888,-1.2538061889150822,-0.020759370795654198,0.6646579200258389,0.026028227581574248,-0.8333522136398226,-0.013797880214084663,0,2,2,3,1,2,2,1,0
7,-0.6917529351302845,-1.308977329114783,0.15474725349547702,0.4518872282378385,-0.2025606465683578,-0.5915101370798482,0.06992830745948928,0,2,3,3,1,2,2,1,1
20,-1.4643191840906982,-1.343459291739596,-1.3546097154082515,-1.2928324444237644,1.8198630088459453,1.7368677601235212,1.7512833896114297,0,2,2,3,0,2,1,1,0
24,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
26,-0.5882783911248252,-0.9986396654914664,0.9796283876637938,-0.39919553891416293,-0.9782957653625156,0.3986524994469253,-0.39106328214906066,0,2,3,3,0,2,2,1,0
39,0.8970653285376083,1.0357961293724978,0.20739924078281638,0.6646579200258389,0.21482333083763588,0.6884501009195391,0.13784954799364488,3,1,3,3,1,2,3,0,1
39,0.22109869847036834,0.6564945404995554,0.1371965910663639,-1.675819689642165,0.09006881301021796,-1.1001664771117405,-0.22991674866079698,3,1,3,3,0,2,3,0,0
6,-1.0627681890087761,-1.343459291739596,-1.1966537535462334,0.5582725741318387,1.6076556041967518,-0.7500164770408012,-0.6680589713367826,0,2,2,3,1,2,1,1,0
30,0.5803573690024804,0.7599404283739942,-0.40687394423614287,1.0476451652442396,-0.30919995947703105,0.7961479156596514,-0.42625952054284943,3,1,2,3,1,2,3,0,1
6,-0.7675155326764211,-0.9848468804415412,0.5057605020777395,-0.9311222683841639,-0.49809665272180936,0.9170128613277954,-0.47092486595373845,0,2,3,3,0,2,2,1,0
38,-0.697538945929484,-0.7917478897425887,-0.5297285812399347,0.4518872282378385,0.41941148633305375,-0.35778075935893616,-0.23937758029487674,0,2,2,3,1,2,2,1,0
8,-0.8609683737665216,-1.1503603010406434,-0.9684951419677628,0.9838139577078394,1.114118363070436,-1.131740520556777,-0.9528190386401205,0,2,2,3,1,2,2,1,0
35,-0.09955888247155024,0.7944223909988072,-1.4950150148411565,-1.4630489978541648,-1.1876734026692288,-1.1622788830237143,2.187280219240283,3,1,2,3,0,2,3,0,0
16,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
44,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
20,-0.9198435713724107,-1.412423216989222,-0.5297285812399347,0.7710432659198391,0.748200946846045,-1.0890394100883751,-0.40844365533032206,0,2,2,3,1,2,2,1,0
21,-1.6060626065399866,-1.412423216989222,-1.6178696518449482,-1.675819689642165,2.285116658328074,2.3669666371382663,2.711257817836279,0,2,2,3,0,2,1,1,0
39,-0.6032371207986723,-1.1710494786155312,0.15474725349547702,0.6221037816682388,-0.1812166905230638,-0.7285143091673413,0.09626885160230983,0,2,3,3,1,2,2,1,0
33,0.44057952916918725,0.6564945404995554,-0.49462725638170846,0.6646579200258389,-0.3247200933968655,0.4363442957967533,-0.3287579234147537,3,1,2,3,1,2,3,0,0
16,-0.9673497653026796,-1.1710494786155312,-1.0211471292551022,0.4518872282378385,1.195813813303934,-0.5291823030209384,-0.46144334586211394,0,2,2,3,1,2,2,1,0
7,-1.6060626065399866,-1.412423216989222,-1.6178696518449482,-1.675819689642165,2.285116658328074,2.3669666371382663,2.711257817836279,0,2,2,3,0,2,1,1,0
6,-0.06737131362369056,-0.2538292727955066,0.20739924078281638,0.6646579200258389,-0.05264399846624246,-0.16870963649793266,0.13784954799364488,1,2,3,3,1,2,3,0,0
35,-1.3423792371997545,-1.0331216281162794,-1.5476670021284957,-1.1226158909933641,1.5989282530208326,1.1597987570522719,1.73743557055551,0,2,2,3,0,2,1,1,0
4,-1.5804823482698416,-1.412423216989222,-1.4950150148411565,-1.675819689642165,2.1115939167091358,2.3669666371382663,2.505375598181484,0,2,2,3,0,2,1,1,0
39,-0.4059036998575534,-1.2400134038651571,0.7514697760853232,1.1965846494958399,-0.9318325949453491,-1.4837810042341324,0.8991971986237737,0,2,3,3,1,2,2,1,0
20,-1.4408244735727367,-1.377941254364409,-1.424812365124704,-0.9311222683841639,1.9633077376338548,1.2830317864639087,1.32667452143672,0,2,2,3,0,2,1,1,0
6,-0.7596624302998357,-0.7917478897425887,-0.8280898425348578,0.4518872282378385,0.6556383853442462,-0.35778075935893616,-0.37420322367498504,0,2,2,3,1,2,2,1,0
15,-1.3053376943799992,-0.7917478897425887,-1.5652176645576088,-1.569434343748165,1.2392577829013098,1.2425963297521543,2.4565063581980064,0,2,2,3,0,2,1,1,0
9,0.4603737766401331,0.6564945404995554,0.15474725349547702,-0.0800395012321624,0.1015907270770814,-0.05254549558322205,-0.01238589298682498,3,1,3,3,0,2,3,0,0
28,1.0460804838573414,0.932350241498059,1.2077869992422643,0.5582725741318387,1.1260805004217411,0.5205055693135628,0.674274357069948,3,1,3,3,1,2,0,0,1
39,-0.2892699032210596,-0.44692826349445913,0.11964592863725078,0.5582725741318387,-0.05347314712002847,-0.24950779211332438,0.06679504056471228,1,2,2,3,1,2,3,0,0
18,-1.5448434747347402,-1.377941254364409,-1.5476670021284957,-1.4630489978541648,2.132594210251344,2.0159955712997593,2.264312656476055,0,2,2,3,0,2,1,1,0
6,0.8063163170554268,0.7944223909988072,0.18984857835370325,0.9838139577078394,0.15081996154347332,0.7815638365802612,0.18677568123536364,3,1,3,3,1,2,3,0,1
6,-1.5067868423010902,-1.377941254364409,-1.2142044159753465,-1.675819689642165,1.6731023560038736,2.3091810852340995,2.0347876675419516,0,2,2,3,0,2,1,1,0
35,-0.35687487150644237,-0.15727977744603033,-0.8807418298221972,0.5582725741318387,0.1385228789818447,-0.08780498621367806,-0.4916940084804239,1,2,2,3,1,2,3,0,0
19,0.40444233891453857,0.7254584657491813,-0.7754378552475184,0.5582725741318387,-0.5625479567517004,0.4050035650995298,-0.4329056875283043,3,1,2,3,1,2,3,0,0
33,-1.2850359021021063,-1.1365675159907183,-1.5652176645576088,-0.39919553891416293,1.7789755529910347,0.4537126820582463,0.6248279091210421,0,2,2,3,0,2,1,1,0
39,0.6408567099906007,0.6564945404995554,0.18984857835370325,0.4518872282378385,0.12463455521080825,0.29666149825961746,0.08579014785714907,3,1,3,3,1,2,3,0,0
6,-0.5264963459882372,-1.1710494786155312,0.5408618269359657,0.5582725741318387,-0.6333759604364063,-0.6537648068624402,0.30194832437319064,0,2,3,3,1,2,2,1,0
20,-1.4255981293643172,-1.343459291739596,-1.424812365124704,-0.9311222683841639,1.9141774109122536,1.2509248632063548,1.32667452143672,0,2,2,3,0,2,1,1,0
20,-0.9791248048238576,-1.343459291739596,-1.1264511038297809,0.9838139577078394,1.5133412021304435,-1.3217140028257028,-1.1082183186231411,0,2,2,3,1,2,2,1,0
7,-1.0538354004065031,-1.308977329114783,-1.144001766258894,0.4518872282378385,1.4974723765001614,-0.5915101370798482,-0.5169597872539232,0,2,2,3,1,2,1,1,0
11,0.7002394524034373,0.7254584657491813,0.27760189049926887,0.4518872282378385,0.20138864157067182,0.32782541528907244,0.12544474885129855,3,1,3,3,1,2,3,0,1
16,-1.380085202312241,-1.0676035907410923,-1.5652176645576088,-1.2502783060661644,1.6710319989730897,1.3348016089819277,1.956957690267925,0,2,2,3,0,2,1,1,0
6,-1.46247356661089,-1.412423216989222,-1.003596466825989,-1.569434343748165,1.4175029502333802,2.2167055046501516,1.575078762301023,0,2,2,3,0,2,1,1,0
7,-1.4936645020196526,-1.412423216989222,-1.5301163396993827,-1.037507614278164,2.161171842885975,1.4653998422095773,1.5875073531695434,0,2,2,3,0,2,1,1,0
39,0.4864615797172259,0.6564945404995554,-0.10851268294121981,0.4518872282378385,-0.07123798392587004,0.29666149825961746,-0.0490354955229592,3,1,2,3,1,2,3,0,0
6,-0.8605623379209638,-1.0676035907410923,-0.8105391801057447,0.5582725741318387,0.865334539117234,-0.5960138047554236,-0.4525017945123441,0,2,2,3,1,2,2,1,0
27,-0.9718161596038164,-1.1779458711404938,-1.442363027553817,0.9838139577078394,1.699025572992721,-1.1588795894523378,-1.4190168785891821,0,2,2,3,1,2,2,1,0
28,0.8045906647118058,0.8289043536236201,0.4004565275030607,0.5582725741318387,0.331940159084284,0.46275456720654634,0.22356389643703117,3,1,3,3,1,2,3,0,0
6,-1.4932215538244984,-1.412423216989222,-1.301957728120912,-1.3566636519601645,1.8389153227365174,1.9161832396739216,1.7663187261302755,0,2,2,3,0,2,1,1,0
16,0.7325193021252868,0.6564945404995554,0.1371965910663639,1.0901993036018396,0.09006881301021796,0.7157098908710249,0.14957162803709628,3,1,3,3,1,2,3,0,1
20,-1.5562678469347546,-1.343459291739596,-1.6003189894158352,-1.569434343748165,2.149963416078024,2.1084711518837076,2.511595582941568,0,2,2,3,0,2,1,1,0
39,0.8679322566188318,0.7599404283739942,0.8567737506600019,0.5582725741318387,0.6510970110961556,0.42425389913520195,0.47831328722954947,3,1,3,3,1,2,3,0,0
20,0.498338128199793,0.3461568768762388,0.9620777252346806,0.4518872282378385,0.33302982067943326,0.15642387162707028,0.4347506366056646,2,1,3,3,1,2,3,0,0
6,-1.216028264532069,-1.377941254364409,-1.2493057408335728,0.34550188234383833,1.7214699196088705,-0.47608129714213304,-0.43163748508096283,0,2,2,3,0,2,1,1,0
16,-0.0904230759464984,-1.2607025814400448,0.17229791592459015,3.175352083124243,-0.2172164273828706,-4.003174568175757,0.547106546249113,0,2,3,3,2,0,3,0,0
33,-1.046323737263683,-1.2400134038651571,-1.3370590529791384,0.5582725741318387,1.657971147453385,-0.6922654749337847,-0.7464433992729421,0,2,2,3,1,2,1,1,0
6,0.663493208380451,0.6564945404995554,0.1371965910663639,0.6646579200258389,0.09006881301021796,0.4363442957967533,0.09118880085280502,3,1,3,3,1,2,3,0,1
26,0.32754468661832026,0.7392512507991065,0.18984857835370325,-1.3566636519601645,0.1403457990104073,-1.0029153016252352,-0.2575606656287805,3,1,3,3,0,2,3,0,0
19,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
6,-1.1789313531879195,-1.1986350487153816,-0.5472792436690479,-0.9311222683841639,0.6559880828961664,1.1160757855246288,0.5095838908046935,0,2,2,3,0,2,1,1,0
6,-0.7949875488633695,-1.1365675159907183,-0.2664686448032379,0.4518872282378385,0.3028596057134291,-0.5136003445062108,-0.12041377731242828,0,2,2,3,1,2,2,1,0
38,0.5996717559286753,0.9461430265479842,0.3829058650739476,-0.6119662307021633,0.36228371406403886,-0.5790075816617067,-0.23432545896305482,3,1,3,3,0,2,3,0,0
39,-0.8510204955503543,-1.2400134038651571,-0.564829906098161,0.7710432659198391,0.7003966544656176,-0.9561039847005671,-0.43550829548712205,0,2,2,3,1,2,2,1,0
20,-1.0162955408671996,-1.1710494786155312,-0.12606334537033292,-0.5055808848081631,0.147626414868458,0.5920602315525784,0.06373521769420998,0,2,2,3,0,2,2,1,0
6,-1.3854005806540894,-1.343459291739596,-1.2317550784044595,-0.9311222683841639,1.6548128052299058,1.2509248632063548,1.146914582697674,0,2,2,3,0,2,1,1,0
7,-0.9351991088044168,-1.343459291739596,0.17229791592459015,-0.4843038156293631,-0.23147523609625834,0.650642461132208,-0.08344453810726621,0,2,3,3,0,2,2,1,1
6,0.28791005123943386,0.07030117587773516,0.17229791592459015,1.1540305111382396,0.012112746090781838,0.08112970193180198,0.1988370519825082,2,1,3,3,1,2,3,0,1
33,-1.3079215588517308,-1.27449536648997,-1.1264511038297809,-0.7609057149537636,1.435656712408568,0.9697708080443096,0.8571230825200555,0,2,2,3,0,2,1,1,0
1,-1.1612872500809506,-0.8124370673174764,-1.4774643524120432,-0.6545203690597634,1.2003468055397548,0.5317566091384666,0.9670305132133749,0,2,2,3,0,2,1,1,0
20,-0.9545596361676069,-1.27449536648997,-0.7403365303892921,0.4518872282378385,0.9435554776244137,-0.5759281785651207,-0.3345486226808355,0,2,2,3,1,2,2,1,0
39,-0.6976035425412779,-0.8607118149922146,0.2249499032119295,-0.39919553891416293,-0.19361703947586284,0.3435923168356044,-0.08979899784137499,0,2,3,3,0,2,2,1,0
6,0.026727493584342715,-0.5089957962191225,0.9445270628055675,0.9838139577078394,-0.480760304383229,-0.5007571687349879,0.9292389078209063,1,2,3,3,1,2,3,0,0
39,0.7901763921945019,0.7116656806992561,0.5584124893650788,0.6646579200258389,0.3974030043549649,0.47301423108734036,0.37115328369784417,3,1,3,3,1,2,3,0,0
6,0.8798088051013989,0.897868278873246,0.5584124893650788,0.5582725741318387,0.5013808607275482,0.5012552352778907,0.3117463778652106,3,1,3,3,1,2,3,0,1
38,0.7952518402639751,0.8289043536236201,0.43555785236128697,0.4518872282378385,0.36103580007722474,0.37457129083325486,0.19682303064076764,3,1,3,3,1,2,3,0,0
38,-1.5768280256598208,-1.412423216989222,-1.4774643524120432,-1.675819689642165,2.0868049536207156,2.3669666371382663,2.4759638525165126,0,2,2,3,0,2,1,1,0
30,-0.20816424307087789,-0.8607118149922146,0.9620777252346806,1.0901993036018396,-0.828071665050323,-0.9383474213063877,1.0488564660616908,0,2,3,3,1,2,3,0,0
38,-1.5317580468028986,-1.343459291739596,-1.407261702695591,-1.675819689642165,1.8905988103956766,2.2513955333299327,2.35831686985663,0,2,2,3,0,2,1,1,0
39,0.9509758151228122,1.2082059424965625,0.7865711009435494,0.13273119055583796,0.9503398783560599,0.16036661318420703,0.10440251868505351,3,1,3,3,0,2,0,0,1
36,2.213821119506939,1.8150884846932707,0.2249499032119295,3.8562182968458445,0.40830397895283904,6.9993774250683884,0.8674559326395443,4,0,3,3,2,0,0,0,1
18,-1.5341942618762459,-1.27449536648997,-1.5652176645576088,-1.675819689642165,1.9948626610269247,2.135824429521599,2.6230225808413663,0,2,2,3,0,2,1,1,0
17,0.8181928655379945,0.7254584657491813,0.41800718993217384,0.9838139577078394,0.3032468546803214,0.7137161643413591,0.41124130787750446,3,1,3,3,1,2,3,0,0
6,0.15523783870340419,-0.1710725624959555,0.18984857835370325,1.8136196556810409,-0.032477882785182204,-0.3102605618903882,0.3443131133053784,1,2,3,3,1,2,3,0,1
21,0.9168595760085537,1.0564853069473856,0.24250056564104264,0.6646579200258389,0.2561982845261916,0.7022013266535093,0.16117992156406483,3,1,3,3,1,2,3,0,1
39,0.5508367174129437,0.6564945404995554,0.27760189049926887,0.34550188234383833,0.1822441255451254,0.2268200994910496,0.09591197570970549,3,1,3,3,0,2,3,0,0
16,-1.4970419820077019,-1.2400134038651571,-1.4599136899829301,-1.675819689642165,1.810312544065075,2.0780388776174323,2.446552106851542,0,2,2,3,0,2,1,1,0
27,1.1758089365130764,1.1737239798717496,0.6637164639397576,1.26041585703224,0.7790199295617768,1.4793803160093428,0.8365587557230373,3,1,3,3,1,2,0,0,1
24,-1.0685265155457788,-1.1710494786155312,-0.30156996966146415,-0.6119662307021633,0.35315335573815915,0.7166427353940802,0.18455063762669194,0,2,2,3,0,2,2,1,0
30,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,1
30,0.8786922065261149,0.7047692881742935,0.8918750755182281,0.7710432659198391,0.6285661621133759,0.5434076136739074,0.6876742710200777,3,1,3,3,1,2,3,0,1
10,-1.3625887486036572,-0.9296757402418405,-1.5476670021284957,-1.569434343748165,1.4388284658516795,1.4590650352850425,2.428961745826226,0,2,2,3,0,2,1,1,0
36,0.46976796961235834,0.9116610639231713,0.24250056564104264,-1.1438929601721641,0.22107832367428376,-1.0428426730847808,-0.27739468987455645,3,1,3,3,0,2,3,0,0
37,0.7944397685728598,0.7254584657491813,0.3127032153574951,0.9838139577078394,0.22685319484808422,0.7137161643413591,0.3076417878888241,3,1,3,3,1,2,3,0,0
39,1.4862233404420582,1.3806157556206273,1.2779896489587168,0.4518872282378385,1.764412644872479,0.6238826270688943,0.5775072001846028,4,0,3,3,1,2,0,0,1
18,-0.8237330411113866,-0.20555452512076847,-0.9684951419677628,-1.675819689642165,0.1990785589889547,0.3444723204924288,1.623023228232361,1,2,2,3,0,2,2,1,0
11,-1.175443136151081,-0.8607118149922146,-1.0211471292551022,-1.2502783060661644,0.8789133989952486,1.0761293100595999,1.276718103009396,0,2,2,3,0,2,1,1,0
10,0.6289801615080337,0.6564945404995554,0.1371965910663639,0.4518872282378385,0.09006881301021796,0.29666149825961746,0.06199738726065938,3,1,3,3,1,2,3,0,0
39,0.7847964172408605,0.8633863162484331,0.2249499032119295,0.5582725741318387,0.1942186682745894,0.4820049012422185,0.12558336151683186,3,1,3,3,1,2,3,0,0
21,-1.3057990987499515,-0.9641577028666535,-1.1264511038297809,-1.675819689642165,1.0860765086601276,1.615754462384098,1.8877289392170977,0,2,2,3,0,2,1,1,0
30,-1.3296998451134705,-1.343459291739596,-0.5121779188108216,-1.569434343748165,0.6880901840502467,2.1084711518837076,0.8038296158911629,0,2,2,3,0,2,1,1,0
36,-1.423180370465768,-1.1710494786155312,-1.4774643524120432,-1.3566636519601645,1.7301838595651566,1.588720262284593,2.004422183984282,0,2,2,3,0,2,1,1,0
20,-1.3817647142188665,-1.308977329114783,-0.986045804396876,-1.3566636519601645,1.2907116034242605,1.7758419636499236,1.3377325019930637,0,2,2,3,0,2,1,1,0
30,-0.47396084442548964,-0.30900041299520736,0.1371965910663639,-1.1438929601721641,-0.04239380330104102,0.353463397115509,-0.15693821468043287,1,2,3,3,0,2,2,1,0
44,0.7319102483569503,0.7875259984738446,0.26005122807015574,0.4518872282378385,0.20479710304029888,0.3558729406155819,0.11751382865246866,3,1,3,3,1,2,3,0,0
